price_change, adress, living_area, district, final_price, land_area, date_sold
Bergkantsvägen 4; 4 rum, 107 + 48 m²; Villa, Enskede; 490 m² tomt; 16 jun 2014; +6,5%; 5 850 000 kr
Kapellvägen 8; 112 + 60 m²; Villa, Enskede; 710 m² tomt; 16 jun 2014; —; 6 900 000 kr
Björkvägen 10; 129 + 41 m²; Villa, Enskede; 675 m² tomt; 16 jun 2014; —; 11 175 000 kr
Nämdögatan 1; 113 + 55 m²; Villa, Enskede; 536 m² tomt; 9 jun 2014; —; 7 200 000 kr
Fållnäsgatan 26; 8 rum, 137 + 70 m²; Villa, Svedmyra; 497 m² tomt; 26 maj 2014; +17,4%; 7 600 000 kr
Tussmötevägen 252; 102 + 38 m²; Villa, Enskede; 681 m² tomt; 30 maj 2014; —; 7 650 000 kr
Tanneforsvägen 16; 7 rum, 166 + 65 m²; Villa, Stureby; 722 m² tomt; 13 jun 2014; +11,2%; 7 200 000 kr
Hemmansvägen 4; 5 rum, 85 + 42 m²; Villa, Gamla Enskede; 428 m² tomt; 19 maj 2014; +0,4%; 6 500 000 kr
Finska gatan 16; 6 rum, 131 + 67 m²; Villa, Enskedefältet; 541 m² tomt; 19 maj 2014; +22,3%; 7 950 000 kr
Herrhagsvägen 33; 3 rum, 110 + 20 m²; Villa, Enskede; 485 m² tomt; 23 maj 2014; —; 7 100 000 kr
Vargövägen 10; 90 + 64 m²; Villa, Enskede; 612 m² tomt; 14 maj 2014; —; 4 550 000 kr
Grödingegatan 6; 85 + 60 m²; Villa, Enskede; 502 m² tomt; 12 maj 2014; —; 5 350 000 kr
Rothuggsvägen 18; 6 rum, 130 + 65 m²; Villa, Enskede; 364 m² tomt; 12 maj 2014; +19,4%; 5 375 000 kr
Östrandsvägen 20; 147 + 60 m²; Villa, Enskede; 820 m² tomt; 12 maj 2014; —; 9 300 000 kr
Lemmings väg 34; 65 + 78 m²; Villa, Enskede; 488 m² tomt; 9 maj 2014; —; 4 550 000 kr
Polovägen 25; 6 rum, 136 m²; Villa, Tallkrogen; 526 m² tomt; 26 maj 2014; +0,0%; 5 500 000 kr
Polovägen 21; 6 rum, 86 + 84 m²; Villa, Tallkrogen; 490 m² tomt; 30 apr 2014; -0,9%; 5 300 000 kr
Diskusvägen 35; 4 rum, 69 + 69 m²; Villa, Enskede; 491 m² tomt; 28 apr 2014; +0,1%; 4 000 000 kr
Savolaksvägen 20; 5 rum, 114 + 58 m²; Villa, Enskedefältet; 547 m² tomt; 14 maj 2014; +9,0%; 7 625 000 kr
Björkvägen 37; 4 rum, 73 + 32 m²; Villa, Enskede; 426 m² tomt; 13 maj 2014; -2,3%; 6 300 000 kr
Korsnäsvägen 2; 138 + 48 m²; Villa, Enskede; 954 m² tomt; 14 apr 2014; —; 8 000 000 kr
Östrandsvägen 25; 4 rum, 125 + 70 m²; Villa, Stureby; 775 m² tomt; 1 apr 2014; +13,8%; 6 800 000 kr
Tanneforsvägen 15; 4 rum, 73 + 88 m²; Villa, Stureby; 647 m² tomt; 7 maj 2014; +17,5%; 6 050 000 kr
Björkvägen 10; 7 rum, 160 + 48 m²; Villa, Gamla Enskede; 675 m² tomt; 7 maj 2014; +17,6%; 11 175 000 kr
Herrhagsvägen 90; 69 + 57 m²; Villa, Enskede; 585 m² tomt; 11 apr 2014; —; 5 000 000 kr
Stabbläggarbacken 6; 72 + 70 m²; Villa, Enskede; 609 m² tomt; 1 apr 2014; —; 4 550 000 kr
Lemmings väg 51; 68 + 68 m²; Villa, Enskede; 549 m² tomt; 13 mar 2014; —; 4 300 000 kr
Lemmings väg 51; 68 + 68 m²; Villa, Enskede; 549 m² tomt; 13 mar 2014; —; 4 300 000 kr
Muskögatan 34; 110 + 66 m²; Villa, Enskede; 724 m² tomt; 4 apr 2014; —; 6 300 000 kr
Backvägen 15; 4 rum, 72 + 31 m²; Villa, Enskede; 360 m² tomt; 30 apr 2014; +0,0%; 5 850 000 kr
Ösmogatan 13; 112 + 30 m²; Villa, Enskede; 555 m² tomt; 6 apr 2004; —; 178 000 kr
Häringevägen 4; 6 rum, 87 + 86 m²; Villa, Tallkrogen; 485 m² tomt; 27 feb 2014; +16,2%; 5 750 000 kr
Livlandsgatan 160; 3 rum, 72 + 52 m²; Villa, Enskede; 524 m² tomt; 14 mar 2014; -5,9%; 4 700 000 kr
Vivstavarvsvägen 206; 110 + 18 m²; Villa, Enskede; 982 m² tomt; 25 mar 2014; —; 6 350 000 kr
Hemmansvägen 9; 73 + 45 m²; Villa, Enskede; 534 m² tomt; 14 mar 2014; —; 8 300 000 kr
Skjulvägen 10; 117 + 117 m²; Villa, Enskede gård; 610 m² tomt; 25 feb 2014; —; 195 000 kr
Kålgårdsvägen 9; 144 + 55 m²; Villa, Enskede gård; 677 m² tomt; 28 feb 2014; —; 8 700 000 kr
Skutskärsvägen 35; 6 rum, 120 + 40 m²; Villa, Stureby; 969 m² tomt; 17 jan 2014; +17,6%; 5 500 000 kr
Herrhagsvägen 14; 5 rum, 74 + 48 m²; Villa, Svedmyra; 522 m² tomt; 4 mar 2014; +10,6%; 5 530 000 kr
Fållnäsgatan 6; 70 + 50 m²; Villa, Enskede; 485 m² tomt; 31 jan 2014; —; 6 250 000 kr
Pärkspelsvägen 4; 68 + 43 m²; Villa, Enskede; 672 m² tomt; 3 mar 2014; —; 3 700 000 kr
Lemmings väg 37; 88 + 80 m²; Villa, Enskede; 542 m² tomt; 31 okt 2013; —; 3 800 000 kr
Odelbergsvägen 86; 4 rum, 84 + 42 m²; Villa, Enskedefältet; 518 m² tomt; 28 jan 2014; +14,9%; 5 000 000 kr
Fiskebyvägen 2; 7 rum, 139 + 102 m²; Villa, Stureby; 1 042 m² tomt; 15 mar 2014; +10,4%; 7 450 000 kr
Odelbergsvägen 75; 4 rum, 92 + 52 m²; Villa, Enskede Gård; 546 m² tomt; 6 mar 2014; +0,0%; 5 200 000 kr
Livlandsgatan 122; 3 rum, 84 + 72 m²; Villa, Enskedefältet; 417 m² tomt; 18 dec 2013; +19,0%; 5 350 000 kr
Östrandsvägen 53; 100 + 100 m²; Villa, Enskede; 809 m² tomt; 7 feb 2014; —; 6 700 000 kr
Skönviksvägen 235; 5 rum, 131 + 54 m²; Villa, Stureby; 804 m² tomt; 2 jan 2014; -0,4%; 5 925 000 kr
Tryffelgränd 8; 5 rum, 128 + 72 m²; Villa, Enskede; 579 m² tomt; 31 jan 2014; +2,3%; 6 600 000 kr
Uleåborgsvägen 23; 72 + 51 m²; Villa, Enskede; 498 m² tomt; 31 jan 2014; —; 4 825 000 kr
Muskögatan 34; 9 rum, 105 m²; Villa, Svedmyra; 724 m² tomt; 27 feb 2014; +17,0%; 6 550 000 kr
Träningsvägen 23; 75 + 75 m²; Villa, Enskede; 488 m² tomt; 31 jan 2014; —; 5 250 000 kr
Vargövägen 21; 6 rum, 156 + 20 m²; Villa, Stureby; 672 m² tomt; 31 jan 2014; -4,8%; 4 450 000 kr
Stabbläggarbacken 6; 2 rum, 142 m²; Villa, Stureby; 609 m² tomt; 20 feb 2014; +7,5%; 4 675 000 kr
Krokvägen 137; 54 + 54 m²; Villa, Enskede; 514 m² tomt; 20 jan 2014; —; 4 850 000 kr
Uddeholmsvägen 217; 5 rum, 125 + 90 m²; Villa, Enskede; 730 m² tomt; 14 feb 2014; +17,7%; 8 475 000 kr
Trädgränd 4; 5 rum, 137 + 67 m²; Villa, Stureby; 665 m² tomt; 15 jan 2014; +2,0%; 5 380 000 kr
Rügenvägen 10; 135 + 65 m²; Villa, Enskede gård; 592 m² tomt; 20 jan 2014; —; 9 700 000 kr
Vargövägen 12; 8 rum, 112 + 63 m²; Villa, Enskedefältet; 688 m² tomt; 20 jan 2014; +0,0%; 4 975 000 kr
Billingsforsvägen 11; 5 rum, 139 + 46 m²; Villa, Stureby; 677 m² tomt; 10 jan 2014; +2,5%; 6 450 000 kr
Polovägen 13; 5 rum, 65 + 78 m²; Villa, Enskede; 488 m² tomt; 31 jan 2014; +1,7%; 4 550 000 kr
Plantskolevägen 26; 4 rum, 76 + 48 m²; Villa, Enskede; 565 m² tomt; 31 dec 2013; +15,9%; 4 520 000 kr
Herrhagsvägen 33; 5 rum, 104 + 55 m²; Villa, Svedmyra; 485 m² tomt; 24 jan 2014; +19,3%; 7 100 000 kr
Herrhagsvägen 33; 5 rum, 104 + 55 m²; Villa, Svedmyra; 485 m² tomt; 24 jan 2014; +19,3%; 7 100 000 kr
Kulstötarvägen 57; 5 rum, 86 + 84 m²; Villa, Tallkrogen; 464 m² tomt; 27 dec 2013; +2,7%; 4 570 000 kr
Odelbergsvägen 53; 6 rum, 158 + 57 m²; Villa, Enskede Gård; 611 m² tomt; 2 jan 2014; +6,2%; 9 025 000 kr
Östrandsvägen 20; 7 rum, 182 + 46 m²; Villa, Enskedefältet; 820 m² tomt; 22 jan 2014; +24,0%; 9 300 000 kr
Grödingegatan 6; 5 rum, 128 + 74 m²; Villa, Svedmyra; 502 m² tomt; 21 jan 2014; +8,0%; 5 400 000 kr
Finska gatan 57; 8 rum, 120 + 56 m²; Villa, Enskede; 463 m² tomt; 19 dec 2013; +18,5%; 7 700 000 kr
Tussmötevägen 252; 6 rum, 152 + 43 m²; Villa, Stureby; 681 m² tomt; 16 jan 2014; +2,0%; 7 650 000 kr
Sorundagatan 16; 5 rum, 101 + 45 m²; Villa, Svedmyra; 543 m² tomt; 13 dec 2013; +15,0%; 5 925 000 kr
Bandhagsvägen 19; 3 rum, 95 + 42 m²; Villa, Enskedefältet; 1 029 m² tomt; 13 dec 2013; +9,7%; 5 350 000 kr
Kålgårdsvägen 22; 7 rum, 95 + 63 m²; Villa, Enskede Gård; 786 m² tomt; 16 dec 2013; +30,2%; 8 075 000 kr
Tallkrogsvägen 52; 6 rum, 66 + 62 m²; Villa, Enskede Tallkrogen; 583 m² tomt; 13 dec 2013; +13,3%; 5 100 000 kr
Viborgska vägen 51; 102 + 55 m²; Villa, Enskede; 566 m² tomt; 12 dec 2013; —; 7 600 000 kr
Fållnäsgatan 54; 111 + 30 m²; Villa, Enskede; 485 m² tomt; 25 nov 2009; —; 544 000 kr
Delägargatan 2; 124 + 97 m²; Villa, Enskede gård; 460 m² tomt; 29 nov 2013; —; 8 750 000 kr
Sockenvägen 444; 6 rum, 162 + 89 m²; Villa, Enskede; 567 m² tomt; 29 nov 2013; +29,0%; 9 000 000 kr
Sågverksgatan 52; 7 rum, 235 m²; Villa, Stureby; 951 m² tomt; 31 okt 2013; -1,1%; 8 200 000 kr
Maratonvägen 50; 92 + 45 m²; Villa, Enskede; 479 m² tomt; 15 nov 2013; —; 5 410 000 kr
Diskusvägen 12; 6 rum, 80 + 75 m²; Villa, Enskede; 864 m² tomt; 22 nov 2013; +13,8%; 4 950 000 kr
Nylandsgatan 9; 3 rum, 78 + 40 m²; Villa, Enskede Fältet; 542 m² tomt; 22 nov 2013; +13,3%; 5 100 000 kr
Skåpaforsvägen 8; 7 rum, 117 + 55 m²; Villa, Stureby; 711 m² tomt; 15 nov 2013; +0,8%; 6 450 000 kr
Forstmästarvägen 30; 7 rum, 170 + 60 m²; Villa, Stureby; 678 m² tomt; 15 nov 2013; -7,7%; 6 000 000 kr
Amatörvägen 11; 4 rum, 65 + 65 m²; Villa, Enskede; 338 m² tomt; 15 nov 2013; +9,1%; 4 250 000 kr
Dagövägen 41; 121 + 110 m²; Villa, Enskede; 581 m² tomt; 1 nov 2013; —; 5 600 000 kr
Delägargatan 29; 5 rum, 105 + 47 m²; Villa, Enskede gård; 479 m² tomt; 25 nov 2013; -0,7%; 6 800 000 kr
Träningsvägen 23; 6 rum, 75 + 104 m²; Villa, Tallkrogen; 488 m² tomt; 23 nov 2013; +6,1%; 5 250 000 kr
Krokvägen 52; 5 rum, 103 + 34 m²; Villa, Gamla Enskede; 251 m² tomt; 21 nov 2013; +9,0%; 4 850 000 kr
Medlemsvägen 45; 5 rum, 134 + 56 m²; Villa, Enskede gård; 817 m² tomt; 1 nov 2013; +8,6%; 7 550 000 kr
Diskusvägen 32; 90 + 90 m²; Villa, Enskede; 1 022 m² tomt; 1 nov 2013; —; 5 140 000 kr
Magnebergskroken 11; 188 + 95 m²; Villa, Enskede; 755 m² tomt; 1 okt 2013; —; 8 000 000 kr
Lemmings väg 45; 6 rum, 64 + 64 m²; Villa, Enskede; 542 m² tomt; 1 nov 2013; —; 4 300 000 kr
Vivstavarvsvägen 206; 5 rum, 128 m²; Villa, Enskede; 983 m² tomt; 19 nov 2013; -0,8%; 6 350 000 kr
Lingvägen 47; 64 + 60 m²; Villa, Enskede; 476 m² tomt; 31 okt 2013; —; 3 160 000 kr
Maratonvägen 43; 95 + 48 m²; Villa, Enskede; 501 m² tomt; 1 nov 2013; —; 5 400 000 kr
Livlandsgatan 114; 78 + 45 m²; Villa, Enskede; 412 m² tomt; 1 okt 2013; —; 5 150 000 kr
Hemmansvägen 9; 7 rum, 106 + 63 m²; Villa, Enskede; 534 m² tomt; 15 nov 2013; +15,3%; 8 300 000 kr
Sockenvägen 356; 84 + 43 m²; Villa, Enskede; 500 m² tomt; 31 okt 2013; —; 3 900 000 kr
Sockenvägen 356; 84 + 43 m²; Villa, Enskede; 500 m² tomt; 31 okt 2013; —; 3 900 000 kr
Stabbläggarbacken 9; 4 rum, 93 + 30 m²; Villa, Stureby; 645 m² tomt; 18 okt 2013; +5,7%; 4 010 000 kr
Olympiavägen 97; 52 + 52 m²; Villa, Enskede; 476 m² tomt; 25 okt 2013; —; 3 800 000 kr
Husumsgränd 18; 5 rum, 102 + 49 m²; Villa, Stureby; 142 m² tomt; 11 okt 2013; +16,1%; 5 220 000 kr
Victor Balcks väg 195; 68 + 68 m²; Villa, Enskede; 492 m² tomt; 15 okt 2013; —; 4 300 000 kr
Lessebovägen 108; 5 rum, 107 + 68 m²; Villa, Stureby; 879 m² tomt; 18 okt 2013; +3,0%; 5 350 000 kr
Skönsmovägen 3; 3½ rum, 85 + 12 m²; Villa, Stureby; 1 020 m² tomt; 18 okt 2013; +1,3%; 4 000 000 kr
Uleåborgsvägen 23; 5 rum, 84 + 44 m²; Villa, Enskedefältet; 498 m² tomt; 31 okt 2013; +0,5%; 4 825 000 kr
Tussmötevägen 231; 142 + 35 m²; Villa, Enskede; 785 m² tomt; 27 sep 2013; —; 7 950 000 kr
Träningsvägen 28; 7 rum, 65 + 73 m²; Villa, Träningsvägen; 502 m² tomt; 31 maj 2013; +9,6%; 5 425 000 kr
Estlandsgatan 120; 105 + 65 m²; Villa, Enskede; 499 m² tomt; 1 okt 2013; —; 6 250 000 kr
Kålgårdsvägen 13; 6 rum, 64 + 64 m²; Villa, Enskede gård; 723 m² tomt; 14 okt 2013; +6,1%; 5 250 000 kr
Krokvägen 67; 4 rum, 69 + 66 m²; Villa, Gamla Enskede; 699 m² tomt; 19 sep 2013; -6,0%; 4 600 000 kr
Olympiavägen 67; 4 rum, 51 + 51 m²; Villa, Tallkrogen; 327 m² tomt; 8 okt 2013; +13,5%; 3 860 000 kr
Utansjövägen 8; 9 rum, 175 + 70 m²; Villa, Enskedefältet; 704 m² tomt; 4 okt 2013; +2,9%; 7 150 000 kr
Maratonvägen 87; 5 rum, 69 + 69 m²; Villa, Enskede; 458 m² tomt; 1 okt 2013; +8,8%; 4 325 000 kr
Krokvägen 53; 141 + 68 m²; Villa, Enskede; 677 m² tomt; 30 aug 2013; —; 4 900 000 kr
Finska gatan 3; 4 rum, 70 + 37 m²; Villa, Enskedefältet; 630 m² tomt; 1 okt 2013; +0,0%; 4 500 000 kr
Murklevägen 88; 78 + 46 m²; Villa, Enskede; 441 m² tomt; 30 sep 2013; —; 5 400 000 kr
Billingsforsvägen 9; 5 rum, 95 + 72 m²; Villa, Enskedefältet; 803 m² tomt; 1 jul 2013; +8,0%; 5 375 000 kr
Viborgska vägen 51; 7 rum; Villa, Enskedefältet; —; 10 okt 2013; +14,4%; 7 725 000 kr
Viborgska vägen 38; 6 rum, 125 + 82 m²; Villa, Enskedefältet; 510 m² tomt; 27 sep 2013; +7,9%; 7 500 000 kr
Rügenvägen 10; 7 rum, 162 m²; Villa, Enskede gård; 60 185 kr/m²; 4 okt 2013; +8,3%; 9 750 000 kr
Olympiavägen 82; 3 rum, 64 m²; Villa, Enskede; 476 m² tomt; 3 okt 2013; +5,5%; 3 160 000 kr
Husumsgränd 7; 146 + 27 m²; Villa, Enskede; 675 m² tomt; 15 aug 2013; —; 7 350 000 kr
Björkvägen 42; 4 rum, 121 + 70 m²; Villa, Gamla Enskede; 645 m² tomt; 16 aug 2013; +31,8%; 5 925 000 kr
Viborgska vägen 45; 8 rum, 120 + 100 m²; Villa, Enskede; 566 m² tomt; 12 sep 2013; -1,1%; 7 120 000 kr
Korsnäsvägen 3; 7 rum, 159 + 36 m²; Villa, Stureby; 640 m² tomt; 6 sep 2013; +1,7%; 6 400 000 kr
Hemmansvägen 18; 110 + 48 m²; Villa, Enskede; 542 m² tomt; 8 aug 2013; —; 5 775 000 kr
Sandsborgsvägen 28; 97 + 72 m²; Villa, Enskede; 558 m² tomt; 19 aug 2013; —; 6 425 000 kr
Björkvägen 13; 5 rum, 153 + 88 m²; Villa, Enskede; 468 m² tomt; 23 sep 2013; +7,8%; 4 930 000 kr
Plantskolevägen 31; 7 rum, 136 + 79 m²; Villa, Gamla Enskede; 500 m² tomt; 2 sep 2013; +2,5%; 8 050 000 kr
Gubbängsvägen 43; 4 rum, 81 + 43 m²; Villa, Gubbängen; 136 m² tomt; 19 aug 2013; -1,3%; 3 850 000 kr
Olympiavägen 40; 4 rum, 50 + 50 m²; Villa, Tallkrogen; 501 m² tomt; 9 aug 2013; +0,0%; 4 200 000 kr
Rikstensvägen 6; 7 rum, 93 + 62 m²; Villa, Tallkrogen; 623 m² tomt; 2 sep 2013; +1,9%; 5 250 000 kr
Östrandsvägen 53; 5 rum, 179 + 49 m²; Villa, Stureby; 809 m² tomt; 13 sep 2013; +3,1%; 6 700 000 kr
Östrandsvägen 53; 5 rum, 179 + 49 m²; Villa, Stureby; 809 m² tomt; 13 sep 2013; +3,1%; 6 700 000 kr
Maratonvägen 50; 5 rum; Villa, Tallkrogen; —; 12 sep 2013; +4,3%; 5 425 000 kr
Uleåborgsvägen 13; 98 + 74 m²; Villa, Enskede; 514 m² tomt; 16 aug 2013; —; 7 125 000 kr
Lemmings väg 51; 5 rum, 81 m²; Villa, Enskede; 549 m² tomt; 9 sep 2013; -3,2%; 4 350 000 kr
Vivstavarvsvägen 203; 3 rum, 90 + 45 m²; Villa, Enskede; 903 m² tomt; 26 aug 2013; -3,0%; 4 850 000 kr
Fiskebyvägen 16; 6 rum, 114 + 64 m²; Villa, Enskede/Årsta/Skarpnäck; 947 m² tomt; 15 aug 2013; +29,0%; 6 900 000 kr
Savolaksvägen 23; 5 rum, 100 + 57 m²; Villa, Enskede; 519 m² tomt; 5 jul 2013; +8,1%; 5 725 000 kr
Ösmogatan 9; 5 rum, 97 + 38 m²; Villa, Svedmyra; 569 m² tomt; 16 aug 2013; -2,0%; 4 850 000 kr
Tussmötevägen 270; 81 + 48 m²; Villa, Enskede; 681 m² tomt; 16 aug 2013; —; 6 050 000 kr
Tystbergavägen 31; 6 rum, 118 + 101 m²; Villa, Stureby; 814 m² tomt; 9 jul 2013; -1,0%; 5 150 000 kr
Wismarsvägen 4; 113 + 97 m²; Villa, Enskede; 576 m² tomt; 15 aug 2013; —; 6 560 000 kr
Sorundagatan 13; 3 rum, 70 + 70 m²; Villa, Enskede; 619 m² tomt; 13 aug 2013; +0,0%; 3 900 000 kr
Olympiavägen 97; 2 rum; Villa, Tallkrogen; —; 29 aug 2013; +9,4%; 3 800 000 kr
Amatörvägen 58; 5 rum, 65 + 52 m²; Villa, Farsta; 464 m² tomt; 1 aug 2013; +13,9%; 4 270 000 kr
Polovägen 25; 68 + 68 m²; Villa, Enskede; 526 m² tomt; 8 aug 2013; —; 2 900 000 kr
Hemmansvägen 29; 5 rum, 131 + 74 m²; Villa, Gamla Enskede; 427 m² tomt; 7 aug 2013; +5,3%; 7 900 000 kr
Dagövägen 8; 6 rum, 119 + 56 m²; Villa, Enskedefältet; 494 m² tomt; 27 aug 2013; +0,4%; 6 925 000 kr
Lemmings väg 45; 6 rum, 64 + 99 m²; Villa, Tallkrogen; 543 m² tomt; 23 aug 2013; +8,2%; 4 300 000 kr
Fagerängskrokarna 64; 128 + 45 m²; Villa, Enskede; 757 m² tomt; 30 jul 2013; —; 7 350 000 kr
Bergkantsvägen 20; 6 rum, 199 + 139 m²; Villa, Gamla Enskede; 838 m² tomt; 1 aug 2013; +22,8%; 11 050 000 kr
Långåkersvägen 59; 139 + 64 m²; Villa, Enskede; 1 088 m² tomt; 22 mar 2013; —; 6 450 000 kr
Runövägen 14; 5 rum, 103 + 60 m²; Villa, Enskede; 538 m² tomt; 31 jul 2013; -1,7%; 6 490 000 kr
Tanneforsvägen 15; 4½ rum, 73 + 88 m²; Villa, Stureby; 647 m² tomt; 16 jul 2013; +11,2%; 4 950 000 kr
Godsägarvägen 26; 7 rum, 131 + 30 m²; Villa, Enskede gård; 651 m² tomt; 1 jul 2013; +0,0%; 5 950 000 kr
Dorpatsvägen 19; 74 + 44 m²; Villa, Enskede; 564 m² tomt; 1 jul 2013; —; 6 425 000 kr
Herrhagsvägen 105; 65 + 65 m²; Villa, Enskede; 490 m² tomt; 15 jul 2013; —; 5 220 000 kr
Mölnbackavägen 4; 65 + 65 m²; Villa, Enskede; 655 m² tomt; 28 jun 2013; —; 6 000 000 kr
Savolaksvägen 3; 71 + 38 m²; Villa, Enskede; 480 m² tomt; 9 jul 2013; —; 3 720 000 kr
Mörkövägen 68; 3 rum, 66 + 63 m²; Villa, Tallkrogen; 491 m² tomt; 28 jun 2013; +24,0%; 3 100 000 kr
Wormsövägen 21; 63 + 37 m²; Villa, Enskede; 547 m² tomt; 14 maj 2013; —; 7 350 000 kr
Nämdögatan 2; 72 + 40 m²; Villa, Enskede; 500 m² tomt; 8 jul 2013; —; 5 000 000 kr
Plantskolevägen 16; 126 + 69 m²; Villa, Enskede; 538 m² tomt; 1 jul 2013; —; 7 700 000 kr
Kulstötarvägen 59; 6 rum, 72 + 54 m²; Villa, Enskede; 464 m² tomt; 31 maj 2013; +0,0%; 4 350 000 kr
Revisorsvägen 7; 144 + 61 m²; Villa, Enskede gård; 744 m² tomt; 4 jul 2013; —; 7 000 000 kr
Tanneforsvägen 14; 231 + 33 m²; Villa, Enskede; 744 m² tomt; 28 jun 2013; —; 7 400 000 kr
Herrhagsvägen 27; 76 + 38 m²; Villa, Enskede; 485 m² tomt; 1 jul 2013; —; 4 350 000 kr
Herrhagsvägen 27; 76 + 38 m²; Villa, Enskede; 485 m² tomt; 1 jul 2013; —; 4 350 000 kr
Maratonvägen 31; 66 + 65 m²; Villa, Enskede; 547 m² tomt; 7 jun 2013; —; 4 000 000 kr
Träningsvägen 3; 3 rum, 52 + 52 m²; Villa, Enskede; 336 m² tomt; 27 jun 2013; +17,9%; 4 420 000 kr
Svampvägen 112; 87 + 48 m²; Villa, Enskede; 667 m² tomt; 31 maj 2013; —; 7 500 000 kr
Vivstavarvsvägen 244; 5 rum, 144 + 122 m²; Villa, Enskede; 758 m² tomt; 2 maj 2013; -2,5%; 5 850 000 kr
Diskusvägen 32; 6 rum, 106 + 50 m²; Villa, Enskede; 1 022 m² tomt; 5 jul 2013; +4,4%; 5 140 000 kr
Vinkelvägen 5; 90 + 47 m²; Villa, Enskede; 353 m² tomt; 14 jun 2013; —; 6 750 000 kr
Skutskärsvägen 14; 183 + 85 m²; Villa, Enskede; 1 102 m² tomt; 14 jun 2013; —; 6 355 000 kr
Tussmötevägen 270; 5 rum, 100 + 66 m²; Villa, Enskedefältet; 681 m² tomt; 30 jun 2013; +1,7%; 6 050 000 kr
Tussmötevägen 231; 6 rum, 176 m²; Villa, Enskede; 786 m² tomt; 28 jun 2013; +14,4%; 7 950 000 kr
Lingvägen 68; 4 rum, 69 + 69 m²; Villa, Tallkrogen; 520 m² tomt; 10 jun 2013; +0,0%; 3 400 000 kr
Murklevägen 88; 4 rum, 78 m²; Villa, Enskede; 441 m² tomt; 18 jun 2013; -12,6%; 4 800 000 kr
Lemmings väg 43; 5 rum, 69 + 65 m²; Villa, Enskede; 542 m² tomt; 31 maj 2013; +4,5%; 4 175 000 kr
Handelsvägen 65; 65 + 65 m²; Villa, Enskede; 517 m² tomt; 15 maj 2013; —; 6 350 000 kr
Tanneforsvägen 23; 7 rum, 138 + 27 m²; Villa, Enskede; 737 m² tomt; 24 maj 2013; +10,9%; 5 100 000 kr
Maratonvägen 43; 4 rum, 95 + 48 m²; Villa, Enskede; 501 m² tomt; 14 jun 2013; +0,5%; 5 525 000 kr
Bandhagsvägen 33A; 6 rum, 103 + 98 m²; Villa, Enskedefältet; 842 m² tomt; 3 maj 2013; +3,3%; 5 525 000 kr
Dammtrappgatan 29; 3 rum, 70 + 38 m²; Villa, Enskede Gård; 668 m² tomt; 24 maj 2013; +0,0%; 4 800 000 kr
Fagerängskrokarna 64; 5 rum, 143 + 69 m²; Villa, Gamla Enskede; 757 m² tomt; 6 jun 2013; +15,7%; 7 500 000 kr
Herrhagsvägen 105; 6 rum, 73 + 73 m²; Villa, Tallkrogen; 490 m² tomt; 6 jun 2013; +7,4%; 5 020 000 kr
Hemmansvägen 18; 6 rum; Villa, Gamla Enskede; —; 5 jun 2013; -2,5%; 5 800 000 kr
Fållnäsgatan 3; 68 + 8 m²; Villa, Enskede; 424 m² tomt; 15 maj 2013; —; 5 450 000 kr
Åbogatan 18; 135 + 60 m²; Villa, Enskede; 478 m² tomt; 22 apr 2013; —; 6 595 000 kr
Maratonvägen 24; 6 rum, 92 + 79 m²; Villa, Tallkrogen; 537 m² tomt; 25 feb 2013; +8,7%; 5 600 000 kr
Maratonvägen 43; 4 rum, 95 + 48 m²; Villa, Enskede; 501 m² tomt; 2 apr 2013; -6,7%; 5 550 000 kr
Ålandsvägen 15; 5 rum, 90 + 43 m²; Villa, Enskede; 548 m² tomt; 15 maj 2013; +0,8%; 6 550 000 kr
Husumsgränd 32; 6 rum, 144 m²; Villa, Stureby; 132 m² tomt; 23 maj 2013; +29,6%; 5 825 000 kr
Skoghallsvägen 2; 5 rum, 142 + 62 m²; Villa, Stureby; 1 129 m² tomt; 30 apr 2013; +19,6%; 7 770 000 kr
Torögatan 88; 5 rum, 78 + 63 m²; Villa, Enskede; 503 m² tomt; 3 maj 2013; +7,9%; 4 800 000 kr
Uleåborgsvägen 13; 6 rum, 131 + 59 m²; Villa, Enskedefältet; 514 m² tomt; 17 maj 2013; +4,0%; 7 175 000 kr
Estlandsgatan 120; 5 rum, 112 + 85 m²; Villa, Enskedefältet; 499 m² tomt; 16 maj 2013; +1,6%; 6 250 000 kr
Stralsundsgatan 8; 5 rum, 106 + 57 m²; Villa, Enskede; 613 m² tomt; 26 apr 2013; -4,3%; 4 735 000 kr
Kulstötarvägen 32; 4 rum, 52 + 52 m²; Villa, Tallkrogen; 331 m² tomt; 17 apr 2013; +13,9%; 4 100 000 kr
Östrandsvägen 12; 4 rum, 112 + 66 m²; Villa, Stureby; 781 m² tomt; 19 apr 2013; +21,6%; 6 200 000 kr
Plantskolevägen 16; 7 rum, 136 + 75 m²; Villa, Gamla Enskede; 539 m² tomt; 8 maj 2013; -4,5%; 7 500 000 kr
Husumsgränd 7; 6 rum, 146 + 27 m²; Villa, Stureby; 675 m² tomt; 4 maj 2013; +13,6%; 7 100 000 kr
Husumsgränd 7; 6 rum, 146 + 27 m²; Villa, Stureby; 675 m² tomt; 4 maj 2013; +13,6%; 7 100 000 kr
