price_change, adress, living_area, district, final_price, land_area, date_sold
Herrhagsvägen 76; 64 + 64 m²; Villa, Enskede; 606 m² tomt; 15 nov 2017; -1,0%; 4 900 000 kr
Finska gatan 45; 60 + 36 m²; Villa, Enskedefältet; 630 m² tomt; 8 jan 2018; +29,0%; 9 025 000 kr
Mörkövägen 76; 65 + 65 m²; Villa, Farsta stadsdelsområde; 518 m² tomt; 11 dec 2017; +11,3%; 6 650 000 kr
Mörkövägen 76; 65 + 65 m²; Villa, Farsta stadsdelsområde; 518 m² tomt; 11 dec 2017; +11,3%; 6 650 000 kr
Plantskolevägen 78; 74 + 45 m²; Villa, Enskede; 369 m² tomt; 21 dec 2017; -5,2%; 5 450 000 kr
Fållnäsgatan 97; 67 + 67 m²; Villa, Enskede; 528 m² tomt; 21 sep 2017; —; 1 307 000 kr
Livlandsgatan 157; 60 + 36 m²; Villa, Enskede; 507 m² tomt; 11 dec 2017; -6,5%; 6 500 000 kr
Mellanvägen 14; 90 + 50 m²; Villa, Enskede; 413 m² tomt; 15 dec 2017; —; 8 750 000 kr
Olympiavägen 106; 67 + 67 m²; Villa, Enskede; 522 m² tomt; 15 dec 2017; +28,5%; 8 350 000 kr
Olympiavägen 47; 51 + 51 m²; Villa, Enskede; 326 m² tomt; 1 dec 2017; -1,9%; 5 300 000 kr
Nämdögatan 10; 164 + 112 m²; Villa, Enskede; 539 m² tomt; 1 dec 2017; -5,8%; 10 600 000 kr
Uleåborgsvägen 13; 132 + 74 m²; Villa, Enskede; 514 m² tomt; 30 nov 2017; +31,8%; 11 200 000 kr
Tussmötevägen 246; 151 + 85 m²; Villa, Enskede; 1 003 m² tomt; 13 nov 2017; —; 8 200 000 kr
Häringevägen 4; 87 + 86 m²; Villa, Enskede; 485 m² tomt; 15 nov 2017; +25,1%; 10 000 000 kr
Kulstötarvägen 34; 7 rum, 99 + 91 m²; Villa, Farsta stadsdelsområde; 529 m² tomt; 9 dec 2017; +2,7%; 6 420 000 kr
Sågverksgatan 68; 112 + 51 m²; Villa, Stureby; 848 m² tomt; 28 sep 2017; +18,6%; 7 700 000 kr
Uleåborgsvägen 17; 5 rum, 123 + 46 m²; Villa, Enskede-Årsta-Vantör; 472 m² tomt; 5 dec 2017; +11,5%; 7 800 000 kr
Jösseforsvägen 12; 114 + 108 m²; Villa, Enskede; 699 m² tomt; 31 okt 2017; —; 10 700 000 kr
Fållnäsgatan 29; 83 + 41 m²; Villa, Farsta stadsdelsområde; 576 m² tomt; 20 okt 2017; +23,1%; 8 800 000 kr
Herrhagsvägen 10; 83 + 54 m²; Villa, Enskede; 522 m² tomt; 3 okt 2017; —; 1 306 000 kr
Krokvägen 92; 112 + 54 m²; Villa, Enskede; 688 m² tomt; 25 okt 2017; +10,8%; 10 800 000 kr
Kulstötarvägen 45; 54 + 54 m²; Villa, Enskede; 459 m² tomt; 29 sep 2017; —; 6 400 000 kr
Delägargatan 20; 130 + 72 m²; Villa, Enskede Gård; 841 m² tomt; 14 okt 2017; +43,4%; 12 900 000 kr
Hallstanäsvägen 3; 128 + 100 m²; Villa, Enskede; 855 m² tomt; 2 okt 2017; +9,7%; 9 325 000 kr
Östrandsvägen 24; 165 + 131 m²; Villa, Enskede; 701 m² tomt; 30 jun 2017; —; 10 600 000 kr
Victor Balcks väg 157; 102 + 95 m²; Villa, Enskede; 478 m² tomt; 28 sep 2017; —; 1 293 000 kr
Fågelkärrsvägen 8; 216 + 108 m²; Villa, Gamla Enskede; 670 m² tomt; 15 sep 2017; +19,5%; 19 000 000 kr
Olympiavägen 124; 65 + 61 m²; Villa, Enskede; 569 m² tomt; 1 aug 2017; —; 6 150 000 kr
Victor Balcks väg 148; 64 + 64 m²; Villa, Farsta stadsdelsområde; 430 m² tomt; 8 aug 2017; +27,7%; 7 650 000 kr
Sockenvägen 428; 159 + 90 m²; Villa, Enskede; 665 m² tomt; 16 aug 2017; +17,4%; 11 150 000 kr
Husumsgränd 13; 113 + 73 m²; Villa, Enskede; 712 m² tomt; 18 aug 2017; —; 12 000 000 kr
Handelsvägen 69; 94 + 66 m²; Villa, Gamla Enskede; 544 m² tomt; 9 okt 2017; +12,9%; 8 750 000 kr
Bandhagsvägen 5A; 112 + 75 m²; Villa, Enskede; 677 m² tomt; 2 okt 2017; +24,0%; 9 300 000 kr
Korsnäsvägen 8; 151 + 28 m²; Villa, Enskede; 786 m² tomt; 29 sep 2017; +12,1%; 9 500 000 kr
Katrineforsvägen 9; 7 rum, 176 + 60 m²; Villa, Enskede-Årsta-Vantör; 891 m² tomt; 20 okt 2017; +11,3%; 8 900 000 kr
Fållnäsgatan 30; 81 + 40 m²; Villa, Enskede; 489 m² tomt; 29 sep 2017; —; 11 500 000 kr
Kyrklundsvägen 1; 103 + 65 m²; Villa, Enskede; 389 m² tomt; 11 sep 2017; —; 11 100 000 kr
Stabbläggarbacken 6; 72 + 70 m²; Villa, Enskede; 609 m² tomt; 29 sep 2017; —; 7 967 000 kr
Riskvägen 14; 161 + 72 m²; Villa, Enskede; 976 m² tomt; 25 sep 2017; —; 19 000 000 kr
Riskvägen 14; 161 + 72 m²; Villa, Enskede; 976 m² tomt; 25 sep 2017; —; 19 000 000 kr
Tvärvägen 4; 115 + 60 m²; Villa, Enskede; 466 m² tomt; 18 sep 2017; -1,1%; 8 800 000 kr
Nybyggarvägen 5; 123 + 38 m²; Villa, Enskede gård; 646 m² tomt; 6 sep 2017; —; 11 270 000 kr
Olympiavägen 124; 65 + 61 m²; Villa, Enskede; 569 m² tomt; 1 aug 2017; —; 6 150 000 kr
Stockholmsvägen 93; 210 + 100 m²; Villa, Enskede; 632 m² tomt; 1 sep 2017; +11,3%; 17 250 000 kr
Ålandsvägen 17; 83 + 45 m²; Villa, Enskede-Årsta-Vantör; 568 m² tomt; 8 sep 2017; +13,0%; 9 550 000 kr
Herrhagsvägen 109; 68 + 68 m²; Villa, Enskede; 487 m² tomt; 1 sep 2017; -1,4%; 6 900 000 kr
Svampvägen 106; 70 + 35 m²; Villa, Enskede; 721 m² tomt; 31 maj 2017; —; 11 050 000 kr
Lindevägen 23; 161 m²; Villa, Enskede Gård; 771 m² tomt; 1 sep 2017; +21,8%; 10 900 000 kr
Krokvägen 114; 65 + 61 m²; Villa, Enskede; 602 m² tomt; 21 aug 2017; —; 9 550 000 kr
Fållnäsgatan 62; 125 + 77 m²; Villa, Enskede; 516 m² tomt; 4 aug 2017; +21,3%; 9 700 000 kr
Vivstavarvsvägen 224; 7 rum, 199 + 69 m²; Villa, Enskede; 1 003 m² tomt; 11 sep 2017; +13,1%; 8 200 000 kr
Finska gatan 13; 72 + 43 m²; Villa, Enskede; 630 m² tomt; 17 aug 2017; —; 176 000 kr
Kubikenborgsvägen 2; 95 + 95 m²; Villa, Enskede; 766 m² tomt; 31 jul 2017; +0,0%; 6 495 000 kr
Kottgatan 211; 168 + 70 m²; Villa, Enskede; 1 040 m² tomt; 10 aug 2017; +15,9%; 12 750 000 kr
Skönviksvägen 256; 146 m²; Villa, Stureby; 695 m² tomt; 1 aug 2017; +0,0%; 8 295 000 kr
Herrhagsvägen 116; 64 + 64 m²; Villa, Enskede; 577 m² tomt; 10 maj 2017; +9,3%; 6 000 000 kr
Munksjövägen 5; 175 + 18 m²; Villa, Stureby; 708 m² tomt; 24 jul 2017; +8,6%; 9 500 000 kr
Hammerstavägen 125; 85 + 82 m²; Villa, Enskede-Tallkrogen; 526 m² tomt; 24 apr 2017; +20,2%; 6 550 000 kr
Vivstavarvsvägen 237; 157 + 39 m²; Villa, Enskede; 954 m² tomt; 11 aug 2017; —; 11 500 000 kr
Kottgatan 205; 168 + 58 m²; Villa, Enskede; 1 033 m² tomt; 1 aug 2017; —; 12 550 000 kr
Enskedevägen 77; 126 + 58 m²; Villa, Enskede; 522 m² tomt; 3 jan 2017; —; 9 000 000 kr
Hemmansvägen 32; 112 + 61 m²; Villa, Enskede; 525 m² tomt; 8 aug 2017; —; 11 550 000 kr
Amatörvägen 63; 77 + 54 m²; Villa, Enskede; 464 m² tomt; 31 jul 2017; —; 7 410 000 kr
Margaretavägen 56; 112 + 65 m²; Villa, Enskede; 457 m² tomt; 1 aug 2017; —; 11 200 000 kr
Sågverksgatan 24; 172 + 83 m²; Villa, Enskede-Årsta-Vantör; 710 m² tomt; 1 aug 2017; +22,5%; 11 020 000 kr
Margaretavägen 101; 130 + 70 m²; Villa, Enskede; 408 m² tomt; 10 jul 2017; —; 13 300 000 kr
Bandhagsvägen 32; 91 + 91 m²; Villa, Enskede; 600 m² tomt; 6 jul 2017; +8,7%; 8 150 000 kr
Torögatan 54; 61 + 80 m²; Villa, Enskede; 617 m² tomt; 29 jun 2017; —; 7 000 000 kr
Kalixvägen 2; 123 + 76 m²; Villa, Enskede; 649 m² tomt; 3 jul 2017; —; 7 295 000 kr
Olympiavägen 72; 54 + 54 m²; Villa, Enskede; 495 m² tomt; 4 jul 2017; +16,7%; 6 825 000 kr
Gamla Dalarövägen 8; 139 + 87 m²; Villa, Gamla Enskede; 547 m² tomt; 15 jun 2017; -4,5%; 10 500 000 kr
Sandemarsvägen 4; 99 + 95 m²; Villa, Farsta stadsdelsområde; 499 m² tomt; 30 jun 2017; +29,7%; 10 100 000 kr
Kulstötarvägen 45; 5 rum, 68 + 62 m²; Villa, Farsta stadsdelsområde; 459 m² tomt; 6 jul 2017; -6,2%; 6 100 000 kr
Österbottensvägen 16; 74 + 22 m²; Villa, Enskede; 510 m² tomt; 1 jun 2017; —; 9 570 000 kr
Kulstötarvägen 3; 67 + 67 m²; Villa, Enskede; 445 m² tomt; 29 maj 2017; +12,9%; 7 620 000 kr
Kulstötarvägen 3; 67 + 67 m²; Villa, Enskede; 445 m² tomt; 29 maj 2017; +12,9%; 7 620 000 kr
Plantskolevägen 17; 118 + 45 m²; Villa, Enskede; 406 m² tomt; 19 jun 2017; —; 12 400 000 kr
Fållnäsgatan 49; 67 + 67 m²; Villa, Farsta stadsdelsområde; 575 m² tomt; 12 jun 2017; +28,8%; 7 075 000 kr
Trappvägen 4; 185 + 90 m²; Villa, Gamla Enskede; 777 m² tomt; 15 mar 2017; +20,0%; 17 100 000 kr
Magnebergskroken 3; 122 + 58 m²; Villa, Enskede; 630 m² tomt; 31 maj 2017; —; 10 050 000 kr
Fågelkärrsvägen 4; 193 + 81 m²; Villa, Enskede; 737 m² tomt; 15 jun 2017; —; 13 100 000 kr
Munksjövägen 29; 168 + 35 m²; Villa, Enskede-Årsta-Vantör; 771 m² tomt; 24 maj 2017; +6,7%; 8 000 000 kr
Träningsvägen 16; 53 + 50 m²; Villa, Enskede; 364 m² tomt; 1 jun 2017; —; 7 175 000 kr
Östrandsvägen 11; 136 + 77 m²; Villa, Enskede; 935 m² tomt; 21 apr 2017; —; 8 100 000 kr
Fiskebyvägen 7; 154 + 18 m²; Villa, Enskede; 911 m² tomt; 24 maj 2017; +4,7%; 9 400 000 kr
Herrhagsvägen 45; 68 + 83 m²; Villa, Enskede; 498 m² tomt; 3 maj 2017; —; 1 299 000 kr
Fiskebyvägen 9; 117 + 43 m²; Villa, Enskede; 920 m² tomt; 12 apr 2017; —; 8 600 000 kr
Pommerska gatan 109; 135 + 44 m²; Villa, Enskede; 521 m² tomt; 16 maj 2017; —; 11 650 000 kr
Svampvägen 106; 5 rum, 99 + 40 m²; Villa, Gamla Enskede; 721 m² tomt; 31 maj 2017; +30,0%; 11 050 000 kr
Margaretavägen 56; 7 rum, 124 + 68 m²; Villa, Gamla Enskede; 457 m² tomt; 31 maj 2017; +24,4%; 11 200 000 kr
Hanvedsgatan 15; 88 + 88 m²; Villa, Enskede; 488 m² tomt; 3 apr 2017; —; 1 296 000 kr
Herrhagsvägen 85; 103 + 103 m²; Villa, Tallkrogen; 503 m² tomt; 8 maj 2017; +15,0%; 7 880 000 kr
Östrandsvägen 32; 128 + 54 m²; Villa, Enskede; 870 m² tomt; 26 apr 2017; —; 9 600 000 kr
Stabbläggarbacken 6; 6 rum, 139 m²; Villa, Enskede-Årsta-Vantör; 609 m² tomt; 25 maj 2017; +20,2%; 8 050 000 kr
Skogsvägen 24; 5 rum, 140 + 70 m²; Villa, Enskede-Årsta-Vantör; 408 m² tomt; 19 maj 2017; +10,5%; 13 260 000 kr
Kantarellvägen 24; 125 + 71 m²; Villa, Gamla Enskede; 549 m² tomt; 28 apr 2017; +7,3%; 11 750 000 kr
Kulstötarvägen 52; 67 + 60 m²; Villa, Enskede; 525 m² tomt; 26 apr 2017; —; 8 300 000 kr
Fållnäsgatan 30; 7 rum, 110 + 55 m²; Villa, Farsta stadsdelsområde; 489 m² tomt; 10 maj 2017; +40,6%; 11 210 000 kr
Finska gatan 55; 98 + 35 m²; Villa, Enskedefältet; 630 m² tomt; 31 mar 2017; +4,1%; 8 300 000 kr
Tallkrogsvägen 55; 65 + 65 m²; Villa, Tallkrogen; 551 m² tomt; 7 apr 2017; +6,6%; 6 500 000 kr
Skogsvägen 19; 100 + 45 m²; Villa, Enskede; 536 m² tomt; 19 apr 2017; —; 6 500 000 kr
Amatörvägen 63; 6 rum, 79 + 72 m²; Villa, Farsta stadsdelsområde; 464 m² tomt; 30 apr 2017; +16,7%; 7 410 000 kr
Krokvägen 114; 6 rum, 98 + 61 m²; Villa, Tallkrogen; 602 m² tomt; 29 apr 2017; +23,2%; 9 550 000 kr
Vivstavarvsvägen 237; 8 rum, 169 + 57 m²; Villa, Stureby; 954 m² tomt; 28 apr 2017; +17,9%; 11 500 000 kr
Plantskolevägen 17; 6 rum, 119 + 62 m²; Villa, Gamla Enskede; 406 m² tomt; 26 apr 2017; +15,3%; 12 400 000 kr
Maratonvägen 46; 130 + 45 m²; Villa, Tallkrogen; 479 m² tomt; 3 apr 2017; +9,3%; 6 550 000 kr
Herrhagsvägen 10; 83 + 54 m²; Villa, Enskede; 522 m² tomt; 24 mar 2017; +12,8%; 5 610 000 kr
Timsforsvägen 10; 110 + 43 m²; Villa, Stureby; 999 m² tomt; 15 feb 2017; +9,2%; 7 315 000 kr
Skjulvägen 21; 79 + 43 m²; Villa, Enskede-Årsta-Vantör; 896 m² tomt; 6 mar 2017; +3,9%; 7 790 000 kr
Munkedalsvägen 12; 75 + 72 m²; Villa, Enskede; 606 m² tomt; 20 mar 2017; —; 8 810 000 kr
Östrandsvägen 24; 10 rum, 199 + 155 m²; Villa, Stureby; 701 m² tomt; 9 apr 2017; -3,6%; 10 600 000 kr
Östrandsvägen 24; 10 rum, 199 + 155 m²; Villa, Stureby; 701 m² tomt; 9 apr 2017; -3,6%; 10 600 000 kr
Kulstötarvägen 76; 67 + 67 m²; Villa, Enskede; 499 m² tomt; 5 okt 2016; —; 5 925 000 kr
Hammerstavägen 127; 97 + 91 m²; Villa, Enskede; 568 m² tomt; 6 mar 2017; —; 1 319 000 kr
Magnebergskroken 3; 5 rum, 130 + 61 m²; Villa, Gamla Enskede; 630 m² tomt; 29 mar 2017; +15,6%; 10 050 000 kr
Savolaksvägen 21; 85 + 27 m²; Villa, Enskede; 519 m² tomt; 15 mar 2017; —; 7 725 000 kr
Tussmötevägen 120A; 181 + 50 m²; Villa, Enskede; 2 889 m² tomt; 1 mar 2017; —; 73 748 000 kr
Krokvägen 106; 65 + 65 m²; Villa, Gamla Enskede; 602 m² tomt; 1 mar 2017; +3,8%; 6 100 000 kr
Livlandsgatan 101; 85 + 40 m²; Villa, Enskede; 454 m² tomt; 6 mar 2017; —; 3 750 000 kr
Wormsövägen 35; 112 + 67 m²; Villa, Enskede; 551 m² tomt; 28 feb 2017; —; 9 100 000 kr
Maratonvägen 34; 65 + 65 m²; Villa, Enskede; 537 m² tomt; 1 mar 2017; +0,0%; 5 475 000 kr
Rapphönsvägen 15; 66 + 66 m²; Villa, Enskede; 499 m² tomt; 24 feb 2017; +26,9%; 7 550 000 kr
Skönviksvägen 206; 105 + 48 m²; Villa, Enskede; 1 140 m² tomt; 23 feb 2017; —; 8 300 000 kr
Palmfeltsvägen 45; 134 + 41 m²; Villa, Enskede Gård; 592 m² tomt; 23 feb 2017; -5,3%; 9 000 000 kr
Diskusvägen 37; 69 + 50 m²; Villa, Enskede; 452 m² tomt; 27 feb 2017; —; 6 740 000 kr
Olympiavägen 7; 88 + 88 m²; Villa, Enskede; 523 m² tomt; 15 feb 2017; +0,0%; 6 650 000 kr
Fiskebyvägen 20; 90 + 90 m²; Villa, Enskede; 715 m² tomt; 27 jan 2017; —; 9 300 000 kr
Östrandsvägen 32; 6 rum, 153 + 49 m²; Villa, Enskede-Årsta-Vantör; 870 m² tomt; 24 feb 2017; +13,0%; 9 600 000 kr
Savolaksvägen 3; 71 + 38 m²; Villa, Enskede; 480 m² tomt; 2 jan 2017; —; 8 950 000 kr
Muskögatan 23; 112 + 54 m²; Villa, Enskede; 560 m² tomt; 1 feb 2017; —; 8 275 000 kr
Kålgårdsvägen 33; 65 + 65 m²; Villa, Enskede Gård; 424 m² tomt; 1 feb 2017; +3,5%; 6 000 000 kr
Österbottensvägen 16; 4 rum, 81 + 46 m²; Villa, Enskede-Årsta-Vantör; 510 m² tomt; 17 feb 2017; +12,7%; 9 570 000 kr
Mellanvägen 12; 80 + 46 m²; Villa, Enskede; 446 m² tomt; 27 jan 2017; —; 8 450 000 kr
Östrandsvägen 11; 6 rum, 136 + 77 m²; Villa, Enskede-Årsta-Vantör; 935 m² tomt; 13 feb 2017; +0,0%; 8 100 000 kr
Stralsundsgatan 37; 130 + 90 m²; Villa, Enskede-Årsta-Vantör; 504 m² tomt; 2 jan 2017; +3,1%; 6 675 000 kr
Pommerska gatan 113; 91 + 64 m²; Villa, Enskede; 465 m² tomt; 1 feb 2017; —; 8 530 000 kr
Tanneforsvägen 8; 75 + 35 m²; Villa, Enskede; 835 m² tomt; 27 jan 2017; —; 10 350 000 kr
Tallkrogsvägen 38; 65 + 65 m²; Villa, Tallkrogen; 530 m² tomt; 16 jan 2017; +7,8%; 6 250 000 kr
Lemmings väg 11; 67 + 60 m²; Villa, Tallkrogen; 588 m² tomt; 2 jan 2017; +2,6%; 5 950 000 kr
Stockholmsvägen 20; 116 + 66 m²; Villa, Enskede; 716 m² tomt; 13 jan 2017; —; 14 500 000 kr
Svampvägen 117; 87 + 56 m²; Villa, Gamla Enskede; 492 m² tomt; 15 dec 2016; -11,7%; 6 000 000 kr
Källvägen 23; 103 + 48 m²; Villa, Enskede; 762 m² tomt; 10 jan 2017; —; 9 650 000 kr
Torögatan 94; 72 + 72 m²; Villa, Svedmyra; 524 m² tomt; 3 nov 2016; +12,1%; 7 120 000 kr
Fiskebyvägen 9; 6 rum, 172 + 17 m²; Villa, Enskede; 920 m² tomt; 26 jan 2017; +8,2%; 8 600 000 kr
Munkedalsvägen 12; 4 rum, 130 + 19 m²; Villa, Enskede-Årsta-Vantör; 606 m² tomt; 22 jan 2017; +27,8%; 8 810 000 kr
Tallkrogsvägen 55; 5 rum, 65 + 65 m²; Villa, Tallkrogen; 551 m² tomt; 18 jan 2017; +1,6%; 6 300 000 kr
Victor Balcks väg 113; 48 + 45 m²; Villa, Enskede; 337 m² tomt; 11 nov 2016; —; 6 350 000 kr
Victor Balcks väg 113; 48 + 45 m²; Villa, Enskede; 337 m² tomt; 11 nov 2016; —; 6 350 000 kr
Skärblackavägen 4; 115 + 77 m²; Villa, Stureby; 789 m² tomt; 4 jan 2017; -4,1%; 8 175 000 kr
Enskedevägen 41; 110 + 54 m²; Villa, Enskede; 467 m² tomt; 20 dec 2016; —; 10 875 000 kr
Björkvägen 43; 140 + 62 m²; Villa, Enskede; 568 m² tomt; 1 nov 2016; —; 12 000 000 kr
Herrhagsvägen 18; 101 + 79 m²; Villa, Enskede; 541 m² tomt; 30 nov 2016; —; 7 750 000 kr
Sågverksgatan 50; 174 + 19 m²; Villa, Stureby Enskede; 885 m² tomt; 1 dec 2016; +18,8%; 9 500 000 kr
Bägersta Byväg 51; 98 + 46 m²; Villa, Enskede; 545 m² tomt; 21 dec 2016; —; 8 500 000 kr
Skogsvägen 39; 127 + 65 m²; Villa, Enskede; 501 m² tomt; 15 dec 2016; —; 9 575 000 kr
Herrhagsvägen 86; 95 + 76 m²; Villa, Enskede; 585 m² tomt; 16 dec 2016; +12,0%; 7 250 000 kr
Solvägen 2; 97 + 40 m²; Villa, Enskede; 616 m² tomt; 31 okt 2016; —; 10 900 000 kr
Pärkspelsvägen 4; 68 + 43 m²; Villa, Enskede Tallkrogen; 672 m² tomt; 2 dec 2016; +15,0%; 6 320 000 kr
Korsnäsvägen 3; 159 + 36 m²; Villa, Stureby; 640 m² tomt; 25 nov 2016; +24,0%; 9 300 000 kr
Herrhagsvägen 40; 61 + 39 m²; Villa, Enskede; 545 m² tomt; 2 dec 2016; —; 6 450 000 kr
Hyltevägen 7; 138 + 70 m²; Villa, Stureby; 990 m² tomt; 14 nov 2016; +14,9%; 9 710 000 kr
Korsnäsvägen 6; 204 + 41 m²; Villa, Stureby; 1 117 m² tomt; 30 nov 2016; +16,2%; 10 400 000 kr
Lingvägen 11; 91 + 91 m²; Villa, Enskede; 571 m² tomt; 29 nov 2016; —; 7 400 000 kr
Lingvägen 68; 69 + 69 m²; Villa, Enskede; 520 m² tomt; 26 okt 2016; —; 1 104 000 kr
Lemmings väg 6; 85 + 60 m²; Villa, Enskede; 460 m² tomt; 11 nov 2016; —; 6 650 000 kr
Savolaksvägen 21; 6 rum, 128 + 27 m²; Villa, Enskedefältet; 519 m² tomt; 25 nov 2016; -1,2%; 7 700 000 kr
Bägerstavägen 42; 131 + 68 m²; Villa, Enskede Gård; 666 m² tomt; 14 nov 2016; +14,9%; 10 050 000 kr
Föreningsvägen 44; 86 + 86 m²; Villa, Enskede gård; 785 m² tomt; 11 nov 2016; —; 2 525 000 kr
Föreningsvägen 33; 148 + 138 m²; Villa, Enskede; 618 m² tomt; 1 nov 2016; -0,8%; 7 935 000 kr
Herrhagsvägen 40; 4 rum, 88 + 49 m²; Villa, Enskede; 545 m² tomt; 17 nov 2016; +9,3%; 6 450 000 kr
Dagövägen 37; 3 rum, 85 + 75 m²; Villa, Enskede; 582 m² tomt; 17 nov 2016; +1,6%; 6 200 000 kr
Graningegränd 12; 150 + 97 m²; Villa, Stureby; 830 m² tomt; 30 sep 2016; +26,5%; 9 800 000 kr
Källvägen 23; 4 rum, 124 + 47 m²; Villa, Enskede; 762 m² tomt; 11 nov 2016; +13,5%; 9 650 000 kr
Lessebovägen 102; 120 + 40 m²; Villa, Enskede; 780 m² tomt; 31 okt 2016; —; 6 900 000 kr
Usedomsvägen 5; 175 + 66 m²; Villa, Enskede Gård; 652 m² tomt; 17 okt 2016; +14,8%; 10 275 000 kr
Bägersta Byväg 35; 75 + 46 m²; Villa, Enskede; 505 m² tomt; 30 sep 2016; —; 9 400 000 kr
Utansjövägen 1; 6 rum, 179 + 5 m²; Villa, Stureby; 835 m² tomt; 20 okt 2016; +0,0%; 10 350 000 kr
Bandhagsvägen 22; 96 + 96 m²; Villa, Enskede; 839 m² tomt; 29 sep 2016; —; 7 600 000 kr
Muskögatan 23; 6 rum, 117 + 57 m²; Villa, Enskede; 560 m² tomt; 17 okt 2016; +3,5%; 8 275 000 kr
Kubikenborgsvägen 8; 6 rum, 151 + 60 m²; Villa, Enskede; 526 m² tomt; 5 sep 2016; +11,9%; 7 825 000 kr
Murklevägen 68; 5 rum, 80 + 46 m²; Villa, Gamla Enskede; 446 m² tomt; 14 okt 2016; +42,3%; 8 750 000 kr
Skönviksvägen 230; 130 + 68 m²; Villa, Enskede; 600 m² tomt; 15 sep 2016; —; 8 325 000 kr
Dagövägen 37; 85 + 75 m²; Villa, Enskede; 581 m² tomt; 29 sep 2016; —; 5 700 000 kr
Dagövägen 37; 85 + 75 m²; Villa, Enskede; 581 m² tomt; 29 sep 2016; —; 5 700 000 kr
Muskögatan 39; 6 rum, 99 + 101 m²; Villa, Enskede; 586 m² tomt; 26 sep 2016; +3,9%; 8 300 000 kr
Fiskebyvägen 20; 6 rum, 101 + 76 m²; Villa, Stureby; 716 m² tomt; 7 okt 2016; +22,6%; 9 500 000 kr
Savolaksvägen 17; 6 rum, 91 + 64 m²; Villa, Enskedefältet; 465 m² tomt; 7 okt 2016; +6,7%; 8 530 000 kr
Stabbläggarbacken 5; 6 rum, 155 + 5 m²; Villa, Stureby; 860 m² tomt; 26 sep 2016; +14,7%; 8 000 000 kr
Stockholmsvägen 45; 220 + 120 m²; Villa, Enskede; 711 m² tomt; 12 sep 2016; —; 16 000 000 kr
Wormsövägen 35; 6 rum, 125 + 58 m²; Villa, Enskede-Årsta-Vantör; 72 800 kr/m²; 7 okt 2016; +10,3%; 9 100 000 kr
Victor Balcks väg 134; 4 rum, 54 + 52 m²; Villa, Tallkrogen; 342 m² tomt; 15 sep 2016; +7,1%; 6 420 000 kr
Finska gatan 39; 4 rum, 94 + 67 m²; Villa, Enskedefältet; 649 m² tomt; 4 okt 2016; +7,2%; 7 500 000 kr
Savolaksvägen 3; 6 rum, 108 + 64 m²; Villa, Enskedefältet; 480 m² tomt; 3 okt 2016; +8,5%; 8 950 000 kr
Lingvägen 41; 55 + 54 m²; Villa, Enskede; 352 m² tomt; 15 aug 2016; —; 7 100 000 kr
Krokvägen 101; 5 rum, 138 + 100 m²; Villa, Gamla Enskede; 624 m² tomt; 9 sep 2016; +3,5%; 9 000 000 kr
Utansjövägen 13; 181 + 9 m²; Villa, Enskede; 745 m² tomt; 16 sep 2016; —; 9 775 000 kr
Svedmyrastigen 20; 5 rum, 68 + 70 m²; Villa, Svedmyra; 503 m² tomt; 9 sep 2016; +20,1%; 7 200 000 kr
Stockholmsvägen 45; 220 + 120 m²; Villa, Enskede; 711 m² tomt; 28 jun 2016; —; 16 000 000 kr
Gubbängsvägen 48; 5 rum, 110 + 65 m²; Villa, Gubbängen-Enskede; 369 m² tomt; 19 aug 2016; +25,2%; 6 630 000 kr
Stockholmsvägen 4; 190 + 100 m²; Villa, Enskede; 911 m² tomt; 31 aug 2016; —; 11 000 000 kr
Iggesundsvägen 62; 6 rum, 158 + 18 m²; Villa, Stureby; 206 m² tomt; 9 sep 2016; +24,7%; 8 665 000 kr
Munksundsgatan 14; 93 + 45 m²; Villa, Enskede; 836 m² tomt; 26 aug 2016; —; 9 250 000 kr
Bägersta Byväg 51; 6 rum, 107 + 47 m²; Villa, Enskedefältet; 545 m² tomt; 9 sep 2016; +3,0%; 8 500 000 kr
Estlandsgatan 141; 5 rum, 96 + 60 m²; Villa, Enskede; 457 m² tomt; 15 jul 2016; +23,5%; 9 850 000 kr
Sotholmsvägen 30; 86 + 43 m²; Villa, Enskede; 444 m² tomt; 19 aug 2016; —; 7 350 000 kr
Månhornsgränd 6; 100 + 67 m²; Villa, Enskede; 486 m² tomt; 3 jun 2016; —; 1 773 000 kr
Herrhagsvägen 129; 4 rum, 52 + 51 m²; Villa, Enskedetallkrogen; 494 m² tomt; 30 jun 2016; +15,7%; 5 150 000 kr
Skogsvägen 39; 5 rum, 136 + 68 m²; Villa, Gamla Enskede; 501 m² tomt; 2 sep 2016; +16,8%; 9 575 000 kr
Hemmansvägen 18; 6 rum, 110 + 48 m²; Villa, Gamla Enskede; 542 m² tomt; 12 aug 2016; +2,8%; 8 735 000 kr
Olympiavägen 84; 6 rum, 78 + 81 m²; Villa, Tallkrogen; 487 m² tomt; 15 aug 2016; +8,9%; 7 025 000 kr
Uleåborgsvägen 23; 72 + 51 m²; Villa, Enskede; 498 m² tomt; 5 jul 2016; —; 1 679 000 kr
Olympiavägen 140; 5 rum, 91 + 91 m²; Villa, Tallkrogen; 572 m² tomt; 19 aug 2016; +10,4%; 7 400 000 kr
